symbol	globalScore	clinicalPrecedence	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalStage	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
JPH2	0.02534540710622478	No data	0.041113322852057856	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.011558945646100468	No data	No data	1	0	0	0	0	0.3678150000000002	No data	0.15179260893546598	-0.6819896939081773	0	No data	No data	0	0.5	0
HIBADH	0.025307630602545168	No data	0.04162913065429701	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	1	0.49405	No data	0.2809707666850525	-0.2324989359228255	0	No data	No data	0	-1	-1
CRISPLD1	0.02524779154396698	No data	0.040415322959641675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.022307539741190888	No data	No data	0	1	0	0	0	0.7299999999999998	No data	0.1460562603419746	No data	0	No data	No data	0	0.5	0
USP4	0.02520463440465686	No data	0.04054781353317409	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	1	0	0.5430950000000003	No data	-0.40639823496966354	0	0	No data	No data	0	-1	-1
MRPS21	0.025122966965602067	No data	0.04132537299360835	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.4827599999999997	No data	0.7471594043022614	No data	-1	No data	No data	No data	-1	-1
MITF	0.025100323502344566	No data	0.03733657603146262	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	0	0	0	1	0	0.724335	No data	-0.7072255929398786	-0.900863007354471	0	No data	No data	0	-1	-1
SMIM15	0.0250100369583207	No data	0.04113961170675623	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9324350000000002	No data	0.6586872586872587	No data	0	No data	No data	No data	-1	-1
TULP1	0.02490218180726237	No data	0.04096219817304144	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	1	0.003690000000000282	No data	0.0912300055157198	-0.8043660864090779	0	No data	No data	0	1	0.5
DENND4C	0.024732943750656492	No data	0.040683814420695345	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.3539349999999999	No data	-0.5806949806949807	No data	0	No data	No data	0	-1	-1
RTTN	0.024732943750656492	No data	0.040683814420695345	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.11276000000000011	No data	-0.30788747931605076	-0.8872184106902927	0	No data	No data	No data	-1	0
GSDMA	0.024723290932762237	No data	0.03237523185803662	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15306008787200587	0.02878650074658524	No data	No data	1	0	0	0	0	0.4269649999999999	No data	0.4439051296194154	-0.5887033572172734	0	No data	No data	0	1	0.5
TRMT10C	0.024569719522586225	No data	0.040415322959641675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.3509100937672366	0	0	No data	No data	0	-1	-1
FAM98B	0.02454637738682781	No data	0.04037692691875985	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.45727499999999993	No data	0.491891891891892	No data	0	No data	No data	0	-1	-1
CEP192	0.024505368252953786	No data	0.040309470007487816	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.5557639271924986	No data	-1	No data	No data	No data	-1	-1
PRPS1L1	0.024489469056083537	No data	0.04028331703591159	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5911949999999997	No data	0.346276889134032	No data	0	No data	No data	-0.8584900000000001	1	1
AAMP	0.02447050806600651	No data	0.03873230065297262	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	1	0	0	0	0	0.9308750000000003	No data	-0.8255929398786541	No data	-1	No data	No data	0	-1	-1
STX4	0.02446735039298764	No data	0.03872710652062848	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	1	0	0	0	0	0.5117849999999997	No data	-0.22978488692774413	-0.7793260687037986	0	No data	No data	0	-1	-1
CLN5	0.024447154789245234	No data	0.039149834384195774	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.021277577916406734	No data	No data	No data	0	0	0	0	0	0	No data	0.3846662989520133	-0.011453818198359778	0	No data	No data	No data	-1	-1
ENTPD3	0.024418702753694333	No data	0.03197427700007496	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16086671295983723	No data	No data	0	0	0	1	0	0.06426999999999979	No data	0.6510755653612796	No data	0	No data	No data	0	0.5	0
PPP1R26	0.024366664694805508	No data	0.040081313186525296	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.6723662437948152	0	0	No data	No data	No data	-1	0
E2F3	0.02430516970363552	No data	0.03297051996313927	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.14019277264833624	No data	No data	0.7	0	0	0	0	0	0.7096800000000002	No data	-0.8031991174848317	-0.8602675103693336	0	No data	No data	0	-1	-1
MPHOSPH8	0.024232187888856022	No data	0.039860109051979384	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	-0.5256480970766685	0	0	No data	No data	0	-1	-1
GTSE1	0.024232187888856022	No data	0.039860109051979384	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	0.10557087699944834	No data	0	No data	No data	0	0.5	0.5
SPATC1	0.024213571883120028	No data	0.03816251214810053	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.033339499760284004	No data	No data	0	0	0	0	0	0	No data	0.4908990623276337	0	0	No data	No data	0	1	0.5
HAPLN4	0.024190305868697297	No data	0.03979121630904998	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0.5398000000000003	No data	0.20783232211803648	No data	0	No data	No data	0	0.75	0.5
SVOPL	0.02411210562746409	No data	0.032266380418320674	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.147924048637751	No data	No data	0	0	0	0	0	0.5934950000000001	No data	0.3535576392719251	No data	0	No data	No data	0	0.5	0.5
CYBRD1	0.024061722311700583	No data	0.03879978587322844	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.015598404966205319	No data	No data	1	0	0	0	0	0	No data	-0.04831770546056258	-0.6159296494065005	0	No data	No data	0	-1	-1
LRRC3C	0.024045262810068094	No data	0.038944700693562644	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0	No data	0.5595146166574738	No data	0	No data	No data	0	0.5	1
TEDC1	0.024026702527113853	No data	0.03800227424102534	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0	No data	0.5993381136238278	0	0	No data	No data	No data	-1	0
SH2B1	0.024011448164660484	No data	0.03949700896712966	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5833350000000003	No data	-0.8217319360176503	-0.6531012158908902	0	No data	No data	0	-1	-1
PACS2	0.02398103069354389	No data	0.039446974536835794	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.64602	No data	-0.6198565912851628	-0.2324989359228255	0	No data	No data	0	0.75	-1
MMP17	0.02397434774397616	No data	0.03943598159225396	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	1	1	0	0.09618499999999983	No data	0.6555984555984555	-0.2435791077952018	0	No data	No data	0	0.5	0
SCAP	0.023880778189274407	No data	0.0392820667797961	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5973399999999998	No data	-0.480088251516823	No data	0	No data	No data	0	-1	-1
CNTN1	0.02383761024515683	No data	0.03921105878959858	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.7691549999999999	No data	-0.7606177606177607	-0.8954590397255241	0	No data	No data	0	0.5	0
STON2	0.0238129901708346	No data	0.0372707768942808	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	0.18847999999999984	No data	-0.5675675675675675	-0.252974314124329	0	No data	No data	0	0.5	0
RNASET2	0.023805261740306057	No data	0.035738237218876	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06839221473130737	No data	No data	No data	0	1	0	0	0	0	No data	0.42029784886927746	-0.1500709799866612	0	No data	No data	No data	-1	-1
GMEB2	0.02379595952609563	No data	0.039142546519411195	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6981149999999999	No data	-0.8293436293436294	-0.07751386270003602	0	No data	No data	0	-1	-1
SANBR	0.023695866234081604	No data	0.0374580736604132	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.42897000000000035	No data	0.031660231660231686	0	0	No data	No data	No data	0.5	0
STAB1	0.023686454977925202	No data	0.03896241985269084	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.09144000000000005	No data	-0.21753998896856042	0	0	No data	No data	0	0.5	0
RLN2	0.023654106883052563	No data	0.035574033789352776	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0667035180712751	No data	No data	No data	0	1	0	0	0	0	No data	0.8383894098179812	-0.6559469928642533	0	No data	No data	-0.554055	0.5	0.5
GDPGP1	0.023647301760000353	No data	0.03889801578222975	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.4788747931605075	No data	0	No data	No data	No data	0.5	0
UBAC2	0.0236440410313282	No data	0.034029205750268327	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	0	0	0	0	0	0.46221000000000034	No data	-0.18907887479316055	0	0	No data	No data	0	-1	-1
RSPH3	0.023504423767758676	No data	0.03866299233416131	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	No data	No data	No data	0	No data	-0.31230005515719805	-0.022023425318627998	0	No data	No data	No data	-1	-1
GLDC	0.02345905505978419	No data	0.03638461511318788	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.044074982826842524	No data	No data	No data	0	0	0	0	0	0.6225499999999997	No data	0.21687810259238827	-0.9170288674020027	0	No data	No data	No data	1	0
PCNP	0.0234138776488317	No data	0.03851405084397409	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7752800000000001	No data	-0.20176503033645887	-0.7513118256138868	0	No data	No data	No data	-1	-1
XIRP2	0.02329374972258377	No data	0.037020509624625976	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.025918798047126452	No data	No data	1	0	0	0	0	0	No data	-0.1094318808604523	-0.9560542170119668	0	No data	No data	0	0.5	0.5
FAM72C	0.02324164919946498	No data	0.03823074812260621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.39597499999999997	No data	0.8399338113623829	-0.21112781471243014	No data	No data	No data	-0.9832225000000001	0.5	0.5
PIGY	0.02319181207370214	No data	0.03814876983501388	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.22535000000000024	No data	0.7628240485383342	-0.022023425318627998	0	No data	No data	No data	-1	-1
PYURF	0.02319181207370214	No data	0.03814876983501388	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.8268063982349696	No data	0	No data	No data	No data	-1	-1
AFAP1	0.02317076292485252	No data	0.037506214785871794	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.12162000000000006	No data	-0.08648648648648649	No data	0	No data	No data	0	-1	0
